280	1.9413581168E-5
290	4.6164803138E-5
300	4.3167205178E-5
310	4.4064245222E-5
320	4.9631199237E-5
330	-4.8198167544E-5
340	-2.6932838887E-5
350	-1.27558987821E-4
360	-1.78307149724E-4
370	-2.74651616223E-4
380	-3.23071497305E-4
390	-3.02262288863E-4
400	-2.86415518238E-4
410	-3.54470542258E-4
420	-3.98015455156E-4
430	-2.66471436296E-4
440	-2.37707640359E-4
450	-1.85407130973E-4
460	-1.68096019504E-4
470	2.7385338646E-5
480	-7.0625886553E-5
490	-4.9566122577E-5
500	2.0626458012E-5
510	-5.5058080212E-5
520	3.0672517273E-5
530	-1.5338849401E-5
540	-3.1562855885E-5
550	-1.57702069349E-4
560	-1.97390903022E-4
570	-1.9554770693E-4
580	-1.47783577805E-4
590	-2.17719425075E-4
600	-3.01819059209E-4
610	-3.19982499616E-4
620	-2.69081731344E-4
630	-1.99600317857E-4
640	-1.9134476485E-4
650	-2.10096806147E-4
660	-9.1375014355E-5
670	-2.60536332737E-4
680	-4.31932262E-5
690	-1.25741024261E-4
700	-1.16431559431E-4
710	-7.5198599921E-5
720	-2.872381072E-6
730	-8.2843401357E-5
740	-4.1813667865E-5
750	-1.42432828332E-4
760	-2.13474714778E-4
770	-1.39151943471E-4
780	-1.51789298248E-4
790	-1.59594360845E-4
800	-2.05320830645E-4
810	-2.46630003087E-4
820	-2.82618068404E-4
830	-1.07814028421E-4
840	-1.56639349478E-4
850	-1.70225096076E-4
860	-1.12125391171E-4
870	-1.36175401566E-4
880	-1.33147815302E-4
890	-7.4479898963E-5
900	-9.5112682356E-5
910	-5.5432586204E-5
920	-1.02457767462E-4
930	-1.54415714446E-4
940	-1.70901625728E-4
950	-8.7023298142E-5
960	-1.4989227558E-4
970	-1.0358015624E-4
980	-2.02058122846E-4
990	-2.23255897326E-4
1000	-6.42105498E-5
1010	-2.41328297347E-4
1020	-1.12896156225E-4
1030	-2.31129695814E-4
1040	-2.16486850855E-4
1050	-8.2423937418E-5
1060	-1.40226519446E-4
1070	-1.85010868984E-4
1080	-1.1837134109E-4
1090	-1.72828856369E-4
1100	-2.9801222769E-5
1110	-8.801793573E-5
1120	-1.95338370736E-4
1130	-1.07973176206E-4
1140	-4.0440657594E-5
1150	-1.41905157427E-4
1160	-1.66232791277E-4
1170	-1.24870295826E-4
1180	-8.0491893689E-5
1190	-1.55476703814E-4
1200	-8.584704762E-5
